Movie Name,IMDB Rating,Rotten Tomatoes Users,Rotten Tomatoes Critics,Metacritic Users,Metacritic Critics
Beautiful Losers,6.6,6.8,6.2,7.4,5.9
Music and Lyrics,6.5,6.8,6.3,8.2,5.9
1982,7.4,8.3,9.5,8.3,5.9
Sharkwater,7.9,8.8,7.9,7.6,5.9
The Voices,5.3,5.8,7.5,6.9,5.8
Jumanji: Welcome to the Jungle,7.8,8.7,7.6,6.8,5.8
Oliver & Company,6.6,6.2,5.4,7.1,5.8
Fame,5.0,6.9,7.9,8.2,5.8
Hitch,5.7,6.2,6.9,8.1,5.8
The Enforcer,7.3,5.9,6.9,6.9,5.8
Tokyo Tribe,6.4,4.7,5.5,4.8,5.8
The Mist,7.1,6.5,7.2,7.0,5.8
X-Men: The Last Stand,6.6,6.1,5.7,6.0,5.8
Jarhead,7.0,6.8,6.1,7.1,5.8
Class Action,6.4,5.1,7.7,7.2,5.8
Footloose,6.6,6.1,6.8,6.1,5.8
Jason Bourne,6.6,5.5,5.4,6.4,5.8
Love Liza,6.9,7.6,5.4,6.7,5.8
Altered States,6.9,7.1,8.5,7.1,5.8
Help!,4.5,8.6,8.9,7.8,5.8
Pirate Radio,7.4,7.1,5.9,6.5,5.8
We Bought a Zoo,7.0,7.1,6.4,6.9,5.8
Neighbors 2: Sorority Rising,5.7,4.4,6.4,5.4,5.8
Universal Soldier: Day of Reckoning,5.1,3.4,5.6,5.9,5.8
The Bridge,6.8,7.2,6.8,6.6,5.8
Brown Sugar,8.2,9.0,6.6,5.1,5.8
The Mule,5.6,6.6,7.0,7.7,5.8
Shrek Forever After,6.3,5.4,5.7,6.7,5.8
Turbo,6.6,6.5,6.7,6.3,5.8
Psycho III,5.5,3.4,5.9,4.1,5.8
Sisters,6.9,8.6,7.1,,7.0
Biutiful,7.4,7.5,6.6,7.2,5.8
Unleashed,7.7,7.1,7.5,8.3,5.8
Quantum of Solace,6.6,5.8,6.4,6.3,5.8
"Roman J. Israel, Esq.",6.5,5.3,5.4,6.3,5.8
Danny Collins,7.0,7.3,7.8,6.6,5.8
Rise of the Guardians,7.2,8.0,7.4,7.4,5.8
Freaked,6.3,6.6,5.0,5.8,5.8
Snakes on a Plane,5.5,4.9,6.9,7.3,5.8
When a Stranger Calls,6.4,4.9,3.8,6.9,5.8
Ferdinand,6.6,5.2,7.1,6.8,5.8
Outfoxed: Rupert Murdoch's War on Journalism,7.5,7.7,8.5,6.5,5.8
K-19: The Widowmaker,6.7,5.2,6.0,6.6,5.8
Stepmom,6.8,7.5,4.4,7.3,5.8
Pocahontas,6.7,6.4,5.4,7.1,5.8
Lights Out,5.4,6.1,7.5,7.6,5.8
The Woman,5.4,5.5,7.3,6.1,5.8
The Man Who Killed Don Quixote,6.3,6.0,6.6,6.8,5.8
Splinter,8.5,4.9,7.6,6.9,5.8
Leaves of Grass,6.4,4.9,6.1,6.6,5.8
Lawless,7.5,7.4,6.7,7.8,5.8
Skin,6.1,7.9,8.6,,6.2
Prime,6.2,5.2,5.0,6.4,5.8
The Rock,7.4,8.5,6.7,8.6,5.8
Tortilla Soup,6.7,7.1,7.4,6.6,5.8
Ask the Dust,5.7,4.1,3.5,7.6,5.8
Licence to Kill,6.6,6.1,7.9,7.2,5.8
First Snow,6.2,4.1,5.8,7.0,5.8
Southbound,5.9,5.1,8.1,5.8,5.8
The Finest Hours,7.2,6.6,6.3,6.6,5.8
Shrek the Third,6.1,5.2,4.1,6.3,5.8
The Trust,5.8,2.9,6.3,5.3,5.8
Green Card,6.3,5.0,5.9,7.2,5.8
Explorers,6.4,6.6,7.2,6.7,5.8
The Tree,4.8,5.3,7.2,6.0,5.8
City of Ember,6.4,4.6,5.4,6.4,5.8
The Night Before,6.1,6.1,6.9,6.4,5.8
Ocean's Twelve,6.5,6.0,5.5,6.9,5.8
May,6.6,7.5,7.0,1.2,5.8
Undisputed,6.1,4.6,4.8,6.3,5.8
Kiss of the Dragon,6.6,6.8,5.2,8.2,5.8
American Pie,6.8,6.1,6.1,3.8,5.8
Away We Go,6.7,7.4,6.7,6.8,5.8
Heartless,4.6,4.7,7.7,5.3,5.8
Fading Gigolo,6.2,4.1,5.4,5.9,5.8
Glory Road,7.2,8.1,5.5,7.8,5.8
9 to 5,6.9,7.4,6.8,6.9,5.8
Flash Gordon,7.0,6.9,8.3,6.9,5.8
Death Race 2000,6.2,6.4,8.1,6.6,5.8
Benny & Joon,7.1,8.5,7.6,8.2,5.7
Renaissance,7.1,5.9,4.9,8.0,5.7
Wayne's World,7.0,8.4,7.9,7.7,5.7
All Good Things,5.4,3.7,3.5,7.7,5.7
Crank,6.9,7.1,6.2,4.6,5.7
Special,8.6,6.3,5.8,7.7,5.7
Flawless,6.4,5.3,4.1,7.1,5.7
Daybreakers,6.4,4.9,6.8,6.7,5.7
Pet Sematary,6.5,3.3,5.6,5.3,5.7
Indiana Jones and the Temple of Doom,7.5,8.2,8.3,7.7,5.7
Paul,7.3,6.2,7.0,7.0,5.7
Bart Got a Room,5.7,5.6,7.0,6.6,5.7
The Ring,5.2,8.1,9.8,4.5,5.7
Osmosis Jones,6.3,4.2,5.6,6.2,5.7
Holy Smoke,5.9,4.7,4.6,8.0,5.7
Ip Man 3,7.0,7.3,7.7,7.0,5.7
The Hole,7.0,9.6,9.4,6.3,5.7
Field of Dreams,7.5,8.6,8.8,8.4,5.7
Ragtime,7.3,7.7,8.3,5.9,5.7
Flicka,4.3,8.2,5.4,6.4,5.7
Vamps,3.9,3.3,5.6,6.5,5.7
Bram Stoker's Dracula,7.4,7.9,7.8,8.3,5.7
Life Partners,6.2,4.7,6.8,5.7,5.7
Thor,8.4,7.6,7.7,7.0,5.7
Permanent Midnight,6.2,5.4,5.8,8.3,5.7
Body of Lies,7.0,6.2,5.5,7.1,5.7
Up in Smoke,5.7,8.2,4.7,7.9,5.7
Encounter,7.5,5.5,5.7,4.6,5.7
13 Going on 30,6.3,7.0,6.5,7.9,5.7
Whiskey Tango Foxtrot,7.9,5.4,6.8,6.5,5.7
Kinky Boots,7.1,7.4,5.8,6.8,5.7
Brainstorm,6.6,5.6,5.7,8.4,5.7
Smart People,6.1,3.9,5.0,7.5,5.7
Candy,5.1,7.7,4.7,7.4,5.7
Bad Words,7.6,6.1,6.5,6.3,5.7
Victory,5.7,7.1,6.7,8.4,5.7
The Grand,7.5,4.3,4.0,6.8,5.7
Rocky III,6.8,7.4,6.5,7.2,5.7
Southpaw,6.6,7.5,6.0,,6.2
Miss Peregrine's Home for Peculiar Children,6.7,6.0,6.4,6.7,5.7
Miss Potter,7.0,6.8,6.8,7.1,5.7
Evil Dead,6.5,6.4,6.3,7.3,5.7
Our Friend,7.3,9.5,8.5,6.6,5.7
Barbarians,7.8,1.4,5.5,5.2,5.7
Cars 2,6.2,4.9,4.0,5.8,5.7
Journey to the Center of the Earth,7.0,6.9,8.4,5.4,5.7
The Revenant,6.3,8.4,7.8,7.0,5.7
France,5.1,3.6,6.6,5.8,5.7
Toast,7.4,5.2,6.2,5.4,5.7
Hatchet,5.6,4.5,5.5,7.7,5.7
Robin Hood,5.2,4.0,1.5,7.4,5.7
Midnight in the Garden of Good and Evil,6.6,6.5,5.0,6.6,5.7
First Knight,6.0,5.4,4.3,7.4,5.7
Snow White and the Huntsman,7.3,5.2,4.9,6.1,5.7
Coach Carter,7.3,8.5,6.4,7.7,5.7
Morning Glory,6.4,4.6,6.4,6.6,5.7
American Pop,7.1,8.0,6.3,6.8,5.7
Up at the Villa,6.0,3.6,4.5,6.6,5.7
Horrible Bosses,6.9,7.0,6.9,7.5,5.7
Mama,8.3,5.5,6.3,6.4,5.7
Not Without My Daughter,6.4,7.1,5.3,6.0,5.7
Cujo,6.1,4.6,6.0,6.8,5.7
Proxy,8.0,3.8,6.5,5.4,5.7
I Origins,7.3,6.9,5.2,7.6,5.7
Casanova,6.9,5.8,4.4,6.6,5.7
War Dogs,5.8,6.9,6.1,7.9,5.7
American Gigolo,6.3,5.0,6.9,3.8,5.7
Jack Ryan: Shadow Recruit,6.2,5.3,5.5,5.9,5.7
Sherlock Holmes,6.1,7.7,6.9,7.4,5.7
Burial,8.0,4.8,6.1,4.8,5.7
Brotherhood of the Wolf,7.0,7.8,7.3,7.3,5.7
Beloved,6.2,7.1,7.2,6.0,5.7
White Christmas,7.6,8.8,7.7,7.6,5.6
The Mask,6.2,6.8,8.0,7.6,5.6
Sympathy for Mr. Vengeance,7.5,8.5,5.3,8.0,5.6
Date and Switch,5.4,3.8,3.0,6.0,5.6
The Kingdom,8.2,7.6,5.1,6.0,5.6
Buffalo Soldiers,6.2,7.2,7.3,7.9,5.6
Perfume: The Story of a Murderer,7.5,7.4,5.9,7.5,5.6
Rising Sun,6.2,4.0,3.3,7.3,5.6
The Commuter,6.0,4.0,5.5,6.4,5.6
Pump,8.5,8.2,7.5,1.0,5.6
Leaving,5.7,4.8,6.8,6.7,5.6
Die Another Day,6.1,4.1,5.5,7.5,5.6
Excalibur,7.3,8.0,7.2,7.6,5.6
Dark Blue World,7.1,8.4,6.2,7.6,5.6
Scream 3,5.6,3.8,4.1,8.0,5.6
The Muse,5.7,3.4,5.3,7.8,5.6
Concussion,5.4,7.4,5.8,6.0,5.6
Game 6,5.7,3.7,6.0,7.1,5.6
Adrift,6.9,6.5,6.9,6.3,5.6
Fever Pitch,4.1,2.5,1.4,6.7,5.6
Star Trek III: The Search for Spock,6.6,6.6,7.8,6.7,5.6
Guilty of Romance,6.8,6.0,6.7,6.7,5.6
Transporter 2,6.3,5.8,5.2,4.1,5.6
Million Dollar Arm,7.0,6.8,6.4,7.1,5.6
God Bless America,6.9,6.8,6.6,7.3,5.6
Religulous,7.6,7.8,6.9,7.6,5.6
Genius,6.0,4.6,5.2,6.7,5.6
The Cut,6.2,6.6,6.0,5.5,5.6
Race,5.2,7.7,6.3,6.5,5.6
Home for the Holidays,6.2,7.2,6.4,7.1,5.6
Crush,6.1,5.8,3.6,5.9,5.6
Watchmen,7.6,7.1,6.5,8.1,5.6
Saints and Soldiers,6.7,7.7,6.6,7.5,5.6
Mermaids,6.7,7.0,7.1,7.5,5.6
Diary of a Wimpy Kid,6.2,4.0,7.5,6.4,5.6
Lords of Dogtown,7.1,8.1,5.5,7.8,5.6
Focus,6.9,6.2,5.6,6.2,5.6
Nighthawks,6.2,3.8,4.0,7.7,5.6
Paper Towns,6.2,4.7,5.8,6.3,5.6
Leatherheads,6.0,3.8,5.2,5.6,5.6
Once Upon a Time in Mexico,6.3,6.4,6.6,8.5,5.6
Cruel Intentions,6.8,8.0,5.4,8.4,5.6
Hyena,5.3,5.4,7.8,6.2,5.6
The Fate of the Furious,6.6,7.2,6.7,6.9,5.6
Date Night,7.7,5.5,6.6,5.8,5.6
The DUFF,6.4,6.6,7.3,6.6,5.6
Danny Deckchair,6.7,7.7,5.5,6.9,5.6
Sylvia,6.6,5.6,3.7,6.5,5.6
Anna and the King,7.3,6.4,5.1,6.6,5.6
Sabrina,7.6,6.4,6.3,7.4,5.6
Waterworld,6.3,4.3,4.5,4.2,5.6
Hellraiser,6.9,7.3,7.0,8.5,5.6
Minions,6.4,4.9,5.5,5.5,5.6
Real Steel,7.1,7.3,6.0,7.1,5.6
Wall Street,6.8,8.1,7.9,8.4,5.6
War Machine,6.8,3.4,4.7,6.0,5.6
Unknown,6.4,5.4,3.8,6.6,5.6
Take Me,5.6,4.9,7.0,6.5,5.6
Ramona and Beezus,6.5,7.1,7.0,7.4,5.6
Filth,6.2,6.7,6.6,5.7,5.6
Rollerball,6.5,1.4,0.3,7.4,5.6
Doc Hollywood,6.3,5.0,6.8,7.4,5.6
Hereafter,8.8,3.8,4.7,6.1,5.6
Troy,7.3,7.3,5.3,8.6,5.6
Phone Booth,7.1,6.4,7.2,8.7,5.6
CQ,6.2,6.9,6.6,6.9,5.6
Men of Honor,7.2,8.1,4.2,7.7,5.6
Maleficent,7.7,7.0,5.4,6.8,5.6
Pretty in Pink,6.7,8.1,7.3,8.3,5.6
December Boys,6.5,5.2,4.1,6.2,5.6
The Man Who Knew Infinity,7.2,7.1,6.3,7.2,5.6
Ghostbusters II,6.6,6.1,5.5,7.0,5.6
My Girl,6.9,7.7,5.0,8.3,5.6
Dinner for Schmucks,5.9,4.2,4.2,5.7,5.6
Death Becomes Her,6.6,6.1,5.5,8.4,5.6
Ned Kelly,5.0,2.6,2.7,6.6,5.6
Dinosaur,6.4,4.8,6.5,7.1,5.6
Alive,7.1,6.8,6.1,7.0,5.6
Black Rain,6.6,5.5,5.4,6.6,5.6
W.,6.3,4.2,5.8,5.2,5.6
Prefontaine,6.8,7.8,5.6,7.6,5.6
Zack and Miri Make a Porno,6.5,6.6,6.5,6.5,5.6
Twilight,7.4,7.2,4.9,4.9,5.6
Max,5.6,6.4,6.9,7.7,5.6
Soft Fruit,6.6,8.0,6.4,6.6,5.6
Live and Let Die,6.7,6.4,6.5,6.3,5.5
Mommie Dearest,6.6,7.2,4.7,7.0,5.5
Pacific Heights,6.4,4.6,5.2,8.2,5.5
Tie Me Up! Tie Me Down!,7.0,7.9,6.8,7.8,5.5
Desperado,7.1,7.9,6.7,8.5,5.5
Back to the Future Part III,7.4,7.8,8.0,8.2,5.5
Safety,7.9,7.8,7.9,6.3,5.5
Mad Love,6.6,8.2,10.0,5.5,5.5
Man of Steel,6.9,7.5,5.6,7.6,5.5
The Fog,7.2,1.9,0.4,7.0,5.5
American Fable,5.8,4.1,7.6,6.0,5.5
A Christmas Carol,6.0,8.9,8.6,7.1,5.5
Yes,7.8,7.4,5.3,7.6,5.5
Becoming Jane,7.0,7.4,5.8,6.9,5.5
Driven,5.9,6.3,7.1,6.6,5.5
Taking Woodstock,6.7,4.7,4.8,6.7,5.5
Green Street Hooligans,7.4,8.7,4.6,8.5,5.5
The Eagle,6.6,4.1,3.9,6.2,5.5
Dark Shadows,5.5,4.6,3.5,5.9,5.5
Purple Rain,6.5,7.8,7.0,7.0,5.5
Camp,5.8,6.8,6.4,6.9,5.5
Below,6.1,4.4,6.6,6.6,5.5
Street Kings,6.8,5.8,3.6,7.2,5.5
Money Monster,6.5,5.1,5.9,6.6,5.5
Yesterday,5.4,8.9,6.3,6.3,5.5
The Purge: Election Year,6.0,4.8,5.5,6.0,5.5
Valmont,7.0,6.9,4.8,7.7,5.5
Dominion: Prequel to the Exorcist,5.2,2.5,2.9,5.8,5.5
Wendy,7.1,7.5,4.2,6.7,5.5
P.S.,6.8,3.9,5.4,5.0,5.5
Veronica Guerin,6.8,6.9,5.3,6.5,5.5
Kids in the Hall: Brain Candy,6.9,7.7,4.4,8.5,5.5
2 Guns,6.7,6.6,6.4,6.6,5.5
Legend,6.3,5.9,6.1,8.4,5.5
About Time,8.0,8.1,7.0,8.5,5.5
Mr. & Mrs. Smith,6.3,5.8,5.9,8.3,5.5
Nim's Island,6.0,4.6,5.2,8.4,5.5
The Hundred-Foot Journey,7.3,8.1,6.8,7.0,5.5
Love Actually,7.6,7.2,6.4,8.4,5.5
The Gambler,7.8,7.7,8.0,5.5,5.5
Starsky & Hutch,6.1,4.9,6.3,8.3,5.5
Spirited,6.6,8.1,7.0,6.2,5.5
Perfect Sense,9.2,6.0,5.7,6.9,5.5
Rob Roy,6.8,7.5,7.3,8.3,5.5
Ice Princess,6.0,5.8,5.2,6.5,5.5
Torn Curtain,6.6,5.3,6.5,6.6,5.5
Flatliners,6.5,5.9,5.0,8.3,5.5
Take the Lead,6.6,7.7,4.4,6.4,5.5
Zoom,7.7,4.7,6.1,5.7,5.5
Party Girl,5.1,5.7,8.3,8.0,5.5
Sukiyaki Western Django,6.1,5.7,5.6,6.7,5.5
Volcano,6.7,3.2,4.9,5.9,5.5
Rocky V,5.3,3.1,3.1,5.7,5.5
Bride & Prejudice,6.2,7.0,6.4,5.5,5.5
Clouds,6.5,8.9,7.6,8.0,5.5
Barefoot in the Park,7.0,7.9,8.1,7.3,5.5
The Fundamentals of Caring,7.3,8.3,7.7,8.5,5.5
American: The Bill Hicks Story,7.7,8.6,8.4,6.7,5.5
The First Time,6.0,6.5,4.7,6.8,5.5
Frankie,6.5,3.1,5.7,6.0,5.5
Tusk,4.8,3.6,4.6,5.4,5.5
Harry Brown,7.2,7.5,6.3,6.9,5.5
Screamers,6.3,4.5,2.9,6.5,5.5
Facing Windows,7.2,8.7,6.3,6.7,5.5
Evelyn,7.2,7.7,6.4,7.2,5.5
Hearts in Atlantis,6.9,6.4,4.9,7.9,5.5
All the Pretty Horses,5.8,4.2,3.2,6.6,5.5
Mimic,6.0,3.7,6.7,8.1,5.5
Volunteers,5.5,3.3,5.8,5.6,5.5
Liberal Arts,6.7,6.0,7.1,7.2,5.5
Hours,6.4,6.0,6.1,6.9,5.5
Baby Mama,6.0,5.5,6.3,7.9,5.5
Hostel,6.0,5.3,5.9,4.1,5.5
Kindred,6.0,5.1,7.0,2.3,5.5
Dodgeball: A True Underdog Story,6.7,7.6,7.1,4.7,5.5
Baby Boy,6.4,8.7,7.1,7.0,5.5
Tigerland,6.9,7.1,7.7,6.7,5.5
Road Trip,6.5,6.5,5.7,5.1,5.5
Seven Years in Tibet,7.1,7.3,5.8,7.4,5.5
The Joneses,7.1,4.7,6.2,6.7,5.5
Ichi the Killer,7.0,8.2,6.5,7.5,5.5
They Live,7.2,7.9,8.5,7.7,5.5
Idlewild,6.1,6.6,4.7,7.9,5.5
Pathology,5.9,3.9,4.8,6.4,5.5
Old School,3.4,8.6,6.0,8.1,5.4
City of Angels,7.8,8.2,5.8,8.1,5.4
Higher Learning,6.5,7.4,4.5,6.4,5.4
Dunston Checks In,5.3,4.0,1.7,5.2,5.4
Magic in the Moonlight,6.5,4.5,5.1,6.4,5.4
Hulk,6.4,2.9,6.2,5.3,5.4
Rounders,7.3,8.7,6.4,8.0,5.4
Psycho II,6.6,5.9,6.1,6.2,5.4
Brubaker,7.1,7.3,7.5,7.5,5.4
Pledge,8.1,6.5,7.7,5.6,5.4
V/H/S,5.8,4.1,5.6,6.8,5.4
Deep Blue Sea,5.9,3.9,6.0,6.6,5.4
Imagine That,4.0,4.0,4.1,5.6,5.4
Puncture,8.7,5.4,5.2,7.1,5.4
A Street Cat Named Bob,7.3,7.7,7.7,7.9,5.4
Charlie Bartlett,6.9,7.1,5.8,7.1,5.4
Mood Indigo,7.5,5.3,6.1,6.2,5.4
Thor: The Dark World,6.8,7.5,6.6,7.0,5.4
The Last Stand,6.3,5.3,6.1,6.6,5.4
Cashback,7.6,7.7,4.7,8.1,5.4
Battle in Seattle,6.6,6.4,5.6,7.5,5.4
Jersey Boys,6.8,6.2,5.1,6.6,5.4
Memoirs of a Geisha,7.3,8.3,3.5,6.8,5.4
Hidalgo,7.7,6.4,4.6,7.5,5.4
All Is Bright,8.2,2.3,4.9,5.5,5.4
Pontypool,6.5,6.8,8.4,6.6,5.4
Bamboozled,6.3,7.4,5.3,6.6,5.4
Art School Confidential,6.3,4.8,3.5,6.2,5.4
Ricki and the Flash,6.0,4.3,6.4,6.4,5.4
Life Stinks,5.9,4.5,2.1,5.7,5.4
So I Married an Axe Murderer,6.5,6.8,5.3,6.0,5.4
Jackass Presents: Bad Grandpa,6.5,6.0,6.1,6.4,5.4
10 Items or Less,6.5,6.5,6.3,5.8,5.4
Melinda and Melinda,6.4,4.7,5.1,5.9,5.4
Too Late,7.7,7.5,8.0,6.4,5.4
Entrapment,6.3,5.0,4.0,8.2,5.4
Friday,6.1,9.1,7.6,7.4,5.4
Hamlet 2,6.3,5.6,6.2,6.3,5.4
Diary of a Wimpy Kid: Dog Days,6.3,6.3,5.2,6.6,5.4
Bruno,6.0,6.9,2.0,5.9,5.4
Return to Paradise,6.0,7.4,7.0,7.0,5.4
Get Smart,8.2,6.7,5.1,7.0,5.4
Deathtrap,7.0,7.0,7.2,6.9,5.4
From Hell,6.7,6.6,5.7,5.3,5.4
Return to Me,6.9,7.9,6.2,6.5,5.4
LBJ,6.6,5.4,5.7,7.6,5.4
The Discovery,7.6,4.3,4.6,6.1,5.4
Eddie the Eagle,7.3,8.2,8.1,7.2,5.4
Bobby,6.9,7.2,4.7,6.3,5.4
Booty Call,5.4,5.9,3.1,7.3,5.4
Educating Rita,7.2,8.1,8.2,6.9,5.4
Warriors of Heaven and Earth,6.3,5.6,6.8,5.7,5.4
Dare,6.9,4.2,6.1,5.9,5.4
Paper Heart,5.9,4.5,6.0,5.4,5.4
Big Wednesday,7.1,8.7,6.7,7.6,5.4
Bandit,7.5,8.0,7.2,5.8,5.4
Oblivion,4.9,8.9,9.4,7.1,5.4
Aqua Teen Hunger Force Colon Movie Film for Theaters,6.7,6.8,4.8,7.3,5.4
Camp X-Ray,6.9,6.3,7.5,7.3,5.4
Blue Steel,5.3,3.6,7.5,7.6,5.4
Boogie,5.4,5.7,4.2,6.0,5.4
Gerry,6.0,6.1,6.1,5.0,5.4
Music of the Heart,6.8,7.2,6.3,7.7,5.4
For Your Eyes Only,6.7,6.4,6.9,6.4,5.4
Observe and Report,5.7,3.7,5.1,6.2,5.4
Blue in the Face,6.6,7.6,4.3,7.5,5.4
Anon,6.1,3.4,3.6,5.9,5.4
Blame,5.0,6.5,8.1,7.6,5.4
Fullmetal Alchemist: The Sacred Star of Milos,6.9,8.1,8.3,5.8,5.4
Wolf Creek,6.2,4.9,5.4,6.0,5.4
People I Know,5.4,3.1,4.4,7.4,5.3
Human Traffic,7.1,8.9,5.9,8.3,5.3
Paranormal Activity 2,5.7,4.8,5.7,5.8,5.3
2010,8.6,6.1,6.6,7.3,5.3
Red Dawn,6.3,5.1,1.4,5.7,5.3
Sinister,3.6,6.2,6.3,7.2,5.3
A Wrinkle in Time,5.6,2.6,4.2,2.9,5.3
Conan the Destroyer,5.9,3.8,2.7,6.2,5.3
Book Club,7.6,5.1,5.4,4.8,5.3
Beowulf & Grendel,5.8,4.0,4.9,6.7,5.3
Alpha Dog,6.9,6.7,5.4,6.2,5.3
Ella Enchanted,6.3,5.7,5.1,7.9,5.3
Save the Last Dance,6.2,5.9,5.3,7.7,5.3
Bandits,6.7,5.8,6.4,7.6,5.3
In Too Deep,4.4,7.5,3.9,8.1,5.3
George of the Jungle,6.7,4.2,5.5,6.4,5.3
Mrs. Doubtfire,7.1,7.7,7.0,8.1,5.3
Soul Surfer,7.0,7.5,4.6,7.2,5.3
In the Mouth of Madness,7.1,7.3,5.8,7.2,5.3
Nancy Drew,6.6,5.9,4.9,6.3,5.3
Aline,6.7,6.9,5.6,5.3,5.3
30 Days of Night,6.6,5.6,5.1,8.0,5.3
Irrational Man,6.6,4.6,4.6,6.7,5.3
Shaolin,6.8,7.1,7.4,7.2,5.3
Baby Boom,6.3,6.2,7.0,6.2,5.3
Kika,6.5,7.1,5.9,5.7,5.3
Looking for Comedy in the Muslim World,5.5,2.7,4.2,5.9,5.3
Lucky Number Slevin,7.7,8.7,5.1,8.5,5.3
Shooter,6.9,8.0,4.8,7.9,5.3
Flightplan,6.3,4.8,3.7,5.8,5.3
RocknRolla,7.2,7.1,6.0,8.3,5.3
Grumpy Old Men,7.0,7.4,6.4,7.3,5.3
Imaginary Heroes,7.1,8.1,3.5,5.9,5.3
Logan's Run,6.8,6.7,6.2,6.8,5.3
Broken,7.1,7.3,6.3,7.3,5.3
John Dies at the End,6.3,5.4,6.0,6.7,5.3
Ma,5.6,6.4,5.5,5.4,5.3
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.5,8.0,3.2,5.8,5.3
Passion,6.6,2.5,3.3,5.4,5.3
Vanity Fair,5.7,5.0,5.1,5.8,5.3
De-Lovely,6.6,6.5,4.8,7.0,5.3
Lost and Delirious,6.8,7.8,5.1,7.8,5.3
Mischief,6.5,6.7,5.7,8.0,5.3
Bad Boys,6.8,7.8,4.3,8.5,5.3
Palindromes,6.7,6.9,4.3,7.1,5.3
Lost Highway,7.6,8.7,6.8,7.7,5.3
Hysteria,6.0,5.4,5.9,6.1,5.3
We Are Marshall,7.0,7.9,4.9,7.9,5.3
Penguins of Madagascar,6.6,6.3,7.4,6.4,5.3
The Amazing Spider-Man 2,6.6,6.4,5.1,6.3,5.3
Benji,6.1,6.8,6.0,7.6,5.3
The Journey,6.8,6.4,6.8,6.4,5.3
Rent,6.7,8.3,4.7,7.3,5.3
Suspect,6.6,5.8,6.7,6.7,5.3
Mr. Popper's Penguins,6.0,5.3,4.7,6.0,5.3
Twins,5.5,3.9,4.2,8.1,5.3
Wanderlust,5.2,3.9,5.9,6.4,5.3
Australia,6.3,6.5,5.4,6.7,5.3
Wasabi,6.6,6.9,4.3,6.8,5.3
40 Days and 40 Nights,5.6,4.3,3.9,7.4,5.3
O,6.1,5.8,6.4,2.8,5.3
Beauty Shop,5.6,6.2,3.8,6.1,5.3
Demons,6.6,6.5,6.4,7.3,5.3
Duck,7.3,4.5,5.0,6.7,5.3
Heartbreak Ridge,6.8,7.4,6.8,6.6,5.3
White Squall,6.6,6.5,5.7,6.2,5.3
Pirates of the Caribbean: Dead Man's Chest,7.4,7.2,5.3,7.2,5.3
Metroland,6.3,5.4,6.2,8.1,5.3
Point of No Return,5.2,5.0,5.2,7.6,5.3
Legend of the Guardians: The Owls of Ga'Hoole,6.9,6.3,5.2,8.2,5.3
Overboard,6.2,7.4,4.6,8.0,5.3
Big Trouble in Little China,7.2,8.2,7.4,7.3,5.3
Carrie,7.3,5.7,7.1,6.1,5.3
The Guardian,6.4,3.2,2.7,7.7,5.3
In Time,6.9,5.1,3.7,6.4,5.3
5 to 7,7.1,7.0,7.0,7.7,5.2
Bounce,5.8,3.2,5.3,7.0,5.2
Charlie's Angels,6.5,4.5,6.8,8.4,5.2
Can't Hardly Wait,6.5,6.3,4.0,7.3,5.2
Tomorrow Never Dies,6.5,5.3,5.7,7.2,5.2
Man of Tai Chi,6.0,5.0,7.1,6.6,5.2
White House Down,6.3,6.2,5.1,5.8,5.2
Anger Management,6.2,6.0,4.2,8.6,5.2
Like Father,6.8,4.7,4.6,5.2,5.2
Malice,6.5,4.6,5.7,7.4,5.2
Orfeu,5.5,5.3,3.6,7.2,5.2
The Wood,7.0,9.2,6.1,8.2,5.2
Ghost,7.2,7.5,10.0,8.3,5.2
Jumpin' Jack Flash,5.9,5.8,2.7,7.6,5.2
The Holiday,6.9,8.0,5.1,8.4,5.2
Black Snake Moan,6.9,6.9,6.6,7.1,5.2
Paradise,5.6,5.0,3.3,6.0,5.2
Mr. Right,5.2,3.0,1.5,6.4,5.2
Comet,9.1,5.3,4.4,7.9,5.2
Remember,6.4,7.9,6.9,7.3,5.2
Fay Grim,6.1,5.7,4.7,6.7,5.2
Blade II,6.7,6.8,5.7,8.1,5.2
Gridiron Gang,8.0,8.1,4.2,7.7,5.2
The Machine,7.6,4.6,7.9,6.9,5.2
Boulevard,6.6,3.0,5.2,6.0,5.2
Deadfall,5.7,3.7,3.4,5.7,5.2
Bean,6.5,5.3,4.3,6.8,5.2
Spirit: Stallion of the Cimarron,7.2,7.7,6.9,7.7,5.2
Mars Attacks!,6.4,5.3,5.6,6.9,5.2
Black Beauty,5.7,5.5,4.8,6.5,5.2
Maggie,5.1,6.2,6.3,6.3,5.2
London Boulevard,6.2,3.0,3.7,6.0,5.2
Murder on the Orient Express,7.2,5.4,6.1,6.4,5.2
Three Amigos!,6.5,6.7,4.5,7.4,5.2
Serendipity,6.8,7.9,5.9,8.1,5.2
Bring It On,6.1,6.6,6.4,4.4,5.2
Center Stage,7.5,8.2,4.2,4.8,5.2
Halloween H20: 20 Years Later,5.8,4.9,5.3,5.0,5.2
I Know What You Did Last Summer,5.8,4.1,4.4,4.2,5.2
Greed,8.0,9.1,9.6,5.7,5.2
Dark Water,5.1,2.8,4.7,7.8,5.2
Detachment,5.4,7.4,5.8,7.8,5.2
